province_id;R;G;B;province_type;x;y;Biome_R;Biome_G;Biome_B;Biome_ID;Biome_Name
prv-001392;101;100;33;land;1076.88;294.92;192;113;113;cold_desert;Cold Desert
prv-001393;16;213;62;land;1097.11;292.32;0;0;0;high_mountains;High Mountains
prv-001394;16;146;232;land;1115.05;292.44;0;0;0;high_mountains;High Mountains
prv-001395;23;26;252;land;1143.27;295.77;0;0;0;high_mountains;High Mountains
prv-001396;198;100;2;land;1156.11;286.45;205;121;121;cold_desert;Cold Desert
prv-001397;222;150;129;land;1177.55;287.12;205;121;121;cold_desert;Cold Desert
prv-001398;64;16;88;land;1197.6;290.35;0;0;0;high_mountains;High Mountains
prv-001399;187;142;14;land;1214.83;289.89;0;0;0;high_mountains;High Mountains
prv-001400;23;91;48;land;1245.26;296.09;182;228;255;polar_ice_caps;Polar Ice Caps
prv-001401;213;192;194;land;1263.68;289.36;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001402;48;116;52;land;1289.0;291.39;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001403;231;99;134;land;1307.53;291.68;210;151;104;cold_desert;Cold Desert
prv-001404;202;54;48;land;1324.64;291.33;205;121;121;cold_desert;Cold Desert
prv-001405;5;87;137;land;1355.86;293.44;0;0;0;high_mountains;High Mountains
prv-001406;222;12;21;land;1370.89;291.65;205;121;121;cold_desert;Cold Desert
prv-001407;170;148;247;land;1399.87;294.07;146;207;0;humid_subtropical;Humid Subtropical
prv-001408;26;93;72;land;1419.74;294.48;72;188;27;humid_subtropical;Humid Subtropical
prv-001409;235;144;87;land;1437.05;291.34;72;188;27;humid_subtropical;Humid Subtropical
prv-001410;92;40;81;land;1446.52;290.61;72;188;27;humid_subtropical;Humid Subtropical
prv-001411;167;197;1;land;1497.95;292.46;223;203;30;mediterranean;Mediterranean
prv-001412;203;56;64;land;1511.95;289.23;223;203;30;mediterranean;Mediterranean
prv-001413;84;245;185;land;1533.37;292.78;72;188;27;humid_subtropical;Humid Subtropical
prv-001414;125;203;72;land;1538.16;295.9;72;188;27;humid_subtropical;Humid Subtropical
prv-001415;124;82;69;land;1785.66;297.44;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001416;6;144;25;land;1808.54;295.59;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001417;117;32;54;land;1817.42;288.01;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001418;132;152;122;land;1849.19;290.84;148;208;53;mediterranean;Mediterranean
prv-001419;170;214;253;land;1875.22;298.67;233;192;93;cold_steppe;Cold Steppe
prv-001420;79;24;80;land;1884.02;290.51;233;192;93;cold_steppe;Cold Steppe
prv-001421;39;246;204;land;1915.0;287.24;0;0;0;high_mountains;High Mountains
prv-001422;238;74;100;land;1926.81;291.05;0;0;0;high_mountains;High Mountains
prv-001423;74;128;137;land;488.0;304.0;223;203;1;mediterranean;Mediterranean
prv-001424;167;46;207;land;504.84;301.02;223;203;30;mediterranean;Mediterranean
prv-001425;38;83;202;land;533.59;306.05;223;203;30;mediterranean;Mediterranean
prv-001426;176;230;113;land;541.57;307.26;148;208;53;mediterranean;Mediterranean
prv-001427;146;57;190;land;561.03;305.78;148;208;53;mediterranean;Mediterranean
prv-001428;149;222;218;land;585.22;304.73;148;208;53;mediterranean;Mediterranean
prv-001429;167;187;62;land;602.79;305.82;148;208;53;mediterranean;Mediterranean
prv-001430;43;2;87;land;619.13;299.38;148;208;53;mediterranean;Mediterranean
prv-001431;16;206;233;land;654.93;303.36;233;192;93;cold_steppe;Cold Steppe
prv-001432;9;239;232;land;664.99;305.63;0;0;0;high_mountains;High Mountains
prv-001433;123;15;242;land;692.88;302.01;212;197;83;cold_steppe;Cold Steppe
prv-001434;169;11;119;land;713.49;305.08;148;208;53;mediterranean;Mediterranean
prv-001435;26;121;249;land;737.74;301.25;148;208;53;mediterranean;Mediterranean
prv-001436;16;8;108;land;754.52;305.25;148;208;53;mediterranean;Mediterranean
prv-001437;44;1;231;land;768.58;308.76;233;192;93;cold_steppe;Cold Steppe
prv-001438;22;240;47;land;790.98;300.0;0;0;0;high_mountains;High Mountains
prv-001439;139;155;237;land;825.07;306.31;205;121;121;cold_desert;Cold Desert
prv-001440;30;211;162;land;849.1;305.13;205;121;121;cold_desert;Cold Desert
prv-001441;22;160;77;land;862.2;304.57;233;192;93;cold_steppe;Cold Steppe
prv-001442;81;159;129;land;879.2;302.83;236;191;94;cold_steppe;Cold Steppe
prv-001443;123;209;46;land;911.88;301.69;158;130;60;cold_desert;Cold Desert
prv-001444;156;44;191;land;929.06;302.33;212;142;115;cold_desert;Cold Desert
prv-001445;105;44;209;land;946.08;301.08;0;0;0;high_mountains;High Mountains
prv-001446;179;192;170;land;963.73;304.73;0;0;0;high_mountains;High Mountains
prv-001447;73;13;218;land;998.79;303.11;0;0;0;high_mountains;High Mountains
prv-001448;12;91;74;land;1012.76;303.32;205;121;121;cold_desert;Cold Desert
prv-001449;79;29;47;land;1027.73;306.73;210;124;124;cold_desert;Cold Desert
prv-001450;9;95;40;land;1062.07;305.48;205;121;121;cold_desert;Cold Desert
prv-001451;103;193;18;land;1087.49;299.63;0;0;0;high_mountains;High Mountains
prv-001452;48;65;218;land;1103.23;306.15;205;121;121;cold_desert;Cold Desert
prv-001453;155;163;225;land;1120.46;304.78;184;108;108;cold_desert;Cold Desert
prv-001454;188;30;95;land;1134.25;305.59;204;116;122;cold_desert;Cold Desert
prv-001455;158;11;112;land;1164.7;300.8;0;0;0;high_mountains;High Mountains
prv-001456;66;67;186;land;1183.19;301.92;205;121;121;cold_desert;Cold Desert
prv-001457;68;87;6;land;1201.72;302.88;0;0;0;high_mountains;High Mountains
prv-001458;241;19;240;land;1218.07;303.07;223;203;30;mediterranean;Mediterranean
prv-001459;70;128;180;land;1236.47;301.78;72;64;4;humid_continental;Humid Continental
prv-001460;195;122;196;land;1259.93;303.49;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001461;247;32;29;land;1293.62;304.27;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001462;65;242;138;land;1319.22;307.12;223;203;30;mediterranean;Mediterranean
prv-001463;51;48;211;land;1336.28;297.23;205;121;121;cold_desert;Cold Desert
prv-001464;83;73;134;land;1356.65;303.59;0;0;0;high_mountains;High Mountains
prv-001465;59;140;77;land;1382.35;303.78;140;209;49;humid_subtropical;Humid Subtropical
prv-001466;43;73;242;land;1406.11;309.22;72;188;27;humid_subtropical;Humid Subtropical
prv-001467;151;82;170;land;1418.3;302.1;72;188;27;humid_subtropical;Humid Subtropical
prv-001468;165;110;173;land;1439.99;306.1;72;188;27;humid_subtropical;Humid Subtropical
prv-001469;37;33;21;land;1451.32;307.11;72;188;27;humid_subtropical;Humid Subtropical
prv-001470;73;173;11;land;1507.2;303.33;223;203;30;mediterranean;Mediterranean
prv-001471;176;252;185;land;1520.75;299.08;229;209;31;mediterranean;Mediterranean
prv-001472;238;157;4;land;1540.26;308.08;72;188;27;humid_subtropical;Humid Subtropical
prv-001473;129;231;105;land;1554.84;310.08;71;188;16;humid_subtropical;Humid Subtropical
prv-001474;248;24;71;land;1778.37;304.22;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001475;132;67;51;land;1797.54;301.88;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001476;234;144;254;land;1817.19;303.17;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001477;131;153;38;land;1849.38;304.65;148;208;53;mediterranean;Mediterranean
prv-001478;91;178;139;land;1864.54;302.86;148;208;53;mediterranean;Mediterranean
prv-001479;230;188;54;land;1890.08;306.12;148;208;53;mediterranean;Mediterranean
prv-001480;79;237;226;land;1904.43;300.61;233;192;93;cold_steppe;Cold Steppe
prv-001481;191;159;207;land;1924.26;300.77;0;0;0;high_mountains;High Mountains
prv-001482;246;87;235;land;1956.0;307.0;0;0;0;high_mountains;High Mountains
prv-001483;116;68;163;land;484.0;309.0;226;202;0;mediterranean;Mediterranean
prv-001484;138;223;18;land;530.24;316.96;234;192;95;cold_steppe;Cold Steppe
prv-001485;145;27;167;land;549.74;309.44;226;194;90;cold_steppe;Cold Steppe
prv-001486;45;74;5;land;567.14;315.46;233;192;93;cold_steppe;Cold Steppe
prv-001487;70;193;148;land;576.74;312.6;233;192;93;cold_steppe;Cold Steppe
prv-001488;73;70;127;land;597.9;314.76;233;192;93;cold_steppe;Cold Steppe
prv-001489;64;34;177;land;621.22;312.55;233;192;93;cold_steppe;Cold Steppe
prv-001490;79;56;171;land;645.27;315.62;0;0;0;high_mountains;High Mountains
prv-001491;145;5;157;land;673.72;314.32;205;121;121;cold_desert;Cold Desert
prv-001492;204;230;122;land;688.28;311.99;206;125;120;cold_desert;Cold Desert
prv-001493;134;59;133;land;721.02;312.26;233;192;93;cold_steppe;Cold Steppe
prv-001494;123;175;21;land;742.04;309.08;148;208;53;mediterranean;Mediterranean
prv-001495;166;104;191;land;757.86;313.24;233;192;93;cold_steppe;Cold Steppe
prv-001496;96;150;99;land;783.11;313.31;205;121;121;cold_desert;Cold Desert
prv-001497;215;187;74;land;802.43;309.43;0;0;0;high_mountains;High Mountains
prv-001498;44;13;117;land;827.54;319.16;206;122;122;cold_desert;Cold Desert
prv-001499;123;211;40;land;836.91;308.43;205;121;121;cold_desert;Cold Desert
prv-001500;26;14;206;land;856.18;317.6;205;121;121;cold_desert;Cold Desert
prv-001501;249;41;108;land;892.15;320.01;233;192;93;cold_steppe;Cold Steppe
prv-001502;31;165;147;land;915.01;311.91;233;192;93;cold_steppe;Cold Steppe
prv-001503;55;236;117;land;917.46;319.5;233;192;93;cold_steppe;Cold Steppe
prv-001504;196;149;168;land;943.86;317.11;233;192;93;cold_steppe;Cold Steppe
prv-001505;158;243;82;land;974.68;313.15;0;0;0;high_mountains;High Mountains
prv-001506;86;20;70;land;986.94;310.14;0;0;0;high_mountains;High Mountains
prv-001507;155;214;143;land;1009.52;313.7;205;121;121;cold_desert;Cold Desert
prv-001508;87;49;2;land;1028.99;315.2;205;121;121;cold_desert;Cold Desert
prv-001509;23;49;74;land;1059.67;319.05;205;121;121;cold_desert;Cold Desert
prv-001510;252;130;158;land;1077.73;313.4;168;98;98;cold_desert;Cold Desert
prv-001511;38;48;133;land;1089.74;313.29;0;0;0;high_mountains;High Mountains
prv-001512;239;212;72;land;1115.28;316.65;233;192;93;cold_steppe;Cold Steppe
prv-001513;255;94;161;land;1148.85;313.58;223;203;30;mediterranean;Mediterranean
prv-001514;94;134;66;land;1165.38;314.07;235;196;91;cold_steppe;Cold Steppe
prv-001515;1;147;124;land;1176.15;320.29;210;137;117;cold_desert;Cold Desert
prv-001516;113;35;204;land;1204.0;314.5;0;0;0;high_mountains;High Mountains
prv-001517;138;61;160;land;1227.6;312.97;223;203;30;mediterranean;Mediterranean
prv-001518;87;82;52;land;1248.98;314.67;223;203;30;mediterranean;Mediterranean
prv-001519;95;0;106;land;1276.95;308.01;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001520;26;183;75;land;1288.25;316.21;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001521;109;121;86;land;1305.36;311.67;223;203;30;mediterranean;Mediterranean
prv-001522;174;182;114;land;1338.86;311.69;217;128;128;cold_desert;Cold Desert
prv-001523;113;139;28;land;1358.65;315.46;205;121;121;cold_desert;Cold Desert
prv-001524;155;136;230;land;1373.57;315.3;233;192;93;cold_steppe;Cold Steppe
prv-001525;35;152;244;land;1391.6;317.16;233;192;93;cold_steppe;Cold Steppe
prv-001526;20;21;158;land;1422.8;311.47;72;188;27;humid_subtropical;Humid Subtropical
prv-001527;37;1;210;land;1435.01;316.64;72;188;27;humid_subtropical;Humid Subtropical
prv-001528;207;29;163;land;1452.85;316.86;72;188;27;humid_subtropical;Humid Subtropical
prv-001529;167;58;121;land;1490.89;320.55;223;203;30;mediterranean;Mediterranean
prv-001530;0;249;75;land;1505.03;317.2;223;203;30;mediterranean;Mediterranean
prv-001531;1;203;147;land;1526.6;313.82;223;203;30;mediterranean;Mediterranean
prv-001532;6;197;189;land;1554.15;317.88;72;188;27;humid_subtropical;Humid Subtropical
prv-001533;131;13;166;land;1560.33;312.17;72;188;27;humid_subtropical;Humid Subtropical
prv-001534;234;26;7;land;1786.55;310.91;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001535;186;212;247;land;1810.2;315.21;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001536;70;122;173;land;1829.89;309.2;223;203;30;mediterranean;Mediterranean
prv-001537;205;11;65;land;1845.8;315.23;234;191;95;cold_steppe;Cold Steppe
prv-001538;124;7;59;land;1864.46;316.37;233;192;93;cold_steppe;Cold Steppe
prv-001539;217;103;192;land;1891.46;320.32;233;192;93;cold_steppe;Cold Steppe
prv-001540;77;111;67;land;1912.72;311.6;233;192;93;cold_steppe;Cold Steppe
prv-001541;242;247;0;land;1932.32;313.04;0;0;0;high_mountains;High Mountains
prv-001542;15;182;119;land;1959.92;314.5;0;0;0;high_mountains;High Mountains
prv-001543;201;188;198;land;1964.74;318.1;77;188;29;humid_subtropical;Humid Subtropical
prv-001544;118;181;54;land;496.03;330.03;223;203;30;mediterranean;Mediterranean
prv-001545;39;60;90;land;518.17;326.05;232;190;25;mediterranean;Mediterranean
prv-001546;136;70;146;land;549.5;325.25;233;192;93;cold_steppe;Cold Steppe
prv-001547;178;3;209;land;560.9;323.25;233;192;93;cold_steppe;Cold Steppe
prv-001548;225;45;225;land;586.13;327.16;203;116;122;cold_desert;Cold Desert
prv-001549;189;169;66;land;600.76;328.89;203;120;123;cold_desert;Cold Desert
prv-001550;255;215;197;land;621.25;323.29;205;121;121;cold_desert;Cold Desert
prv-001551;251;134;235;land;641.69;327.8;203;120;122;cold_desert;Cold Desert
prv-001552;26;210;136;land;675.84;323.88;205;121;121;cold_desert;Cold Desert
prv-001553;29;151;0;land;695.48;321.33;205;121;121;cold_desert;Cold Desert
prv-001554;180;245;75;land;715.19;323.65;204;120;122;cold_desert;Cold Desert
prv-001555;250;162;180;land;739.03;322.75;233;192;93;cold_steppe;Cold Steppe
prv-001556;182;56;140;land;749.55;323.49;233;193;92;cold_steppe;Cold Steppe
prv-001557;106;249;42;land;779.24;322.74;205;121;121;cold_desert;Cold Desert
prv-001558;113;71;112;land;802.07;322.8;0;0;0;high_mountains;High Mountains
prv-001559;76;177;79;land;815.27;325.06;0;0;0;high_mountains;High Mountains
prv-001560;214;96;163;land;844.23;325.36;204;120;122;cold_desert;Cold Desert
prv-001561;56;121;191;land;866.06;320.82;205;121;121;cold_desert;Cold Desert
prv-001562;18;21;97;land;875.67;325.57;204;119;121;cold_desert;Cold Desert
prv-001563;224;92;136;land;906.73;328.48;233;192;93;cold_steppe;Cold Steppe
prv-001564;43;66;218;land;928.06;323.17;233;192;93;cold_steppe;Cold Steppe
prv-001565;52;116;192;land;958.99;323.06;255;144;0;hot_steppe;Hot Steppe
prv-001566;124;201;44;land;978.94;323.05;0;0;0;high_mountains;High Mountains
prv-001567;33;179;127;land;996.24;326.1;0;0;0;high_mountains;High Mountains
prv-001568;65;87;121;land;1018.72;324.21;216;126;109;cold_desert;Cold Desert
prv-001569;167;65;209;land;1030.33;325.33;203;120;123;cold_desert;Cold Desert
prv-001570;199;93;41;land;1046.37;322.31;205;121;121;cold_desert;Cold Desert
prv-001571;118;97;234;land;1084.65;329.27;255;144;0;hot_steppe;Hot Steppe
prv-001572;55;81;160;land;1100.82;321.61;233;192;93;cold_steppe;Cold Steppe
prv-001573;209;217;134;land;1118.37;325.22;226;199;28;mediterranean;Mediterranean
prv-001574;128;86;43;land;1132.92;326.77;175;234;255;polar_ice_caps;Polar Ice Caps
prv-001575;102;1;38;land;1154.61;324.67;219;206;97;cold_steppe;Cold Steppe
prv-001576;209;248;164;land;1185.72;321.05;205;121;121;cold_desert;Cold Desert
prv-001577;59;18;94;land;1196.62;323.24;255;145;0;hot_steppe;Hot Steppe
prv-001578;245;68;35;land;1215.51;326.49;255;144;0;hot_steppe;Hot Steppe
prv-001579;74;35;96;land;1246.55;324.68;162;89;0;humid_continental;Humid Continental
prv-001580;40;132;170;land;1270.49;322.02;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001581;116;78;76;land;1288.71;325.04;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001582;207;53;111;land;1307.13;322.4;223;204;30;mediterranean;Mediterranean
prv-001583;193;56;37;land;1339.63;326.54;0;0;0;high_mountains;High Mountains
prv-001584;198;213;121;land;1359.73;326.03;255;144;0;hot_steppe;Hot Steppe
prv-001585;109;171;87;land;1382.37;321.78;255;144;0;hot_steppe;Hot Steppe
prv-001586;253;144;20;land;1406.21;327.34;255;144;0;hot_steppe;Hot Steppe
prv-001587;195;189;246;land;1424.32;326.28;255;144;0;hot_steppe;Hot Steppe
prv-001588;123;230;229;land;1443.99;325.05;68;188;27;humid_subtropical;Humid Subtropical
prv-001589;123;185;197;land;1458.7;327.37;159;176;21;mediterranean;Mediterranean
prv-001590;98;156;111;land;1491.04;328.51;232;193;94;cold_steppe;Cold Steppe
prv-001591;254;43;204;land;1512.52;320.86;224;202;41;mediterranean;Mediterranean
prv-001592;8;124;120;land;1522.5;324.87;233;192;93;cold_steppe;Cold Steppe
prv-001593;198;5;215;land;1542.93;324.22;224;173;78;cold_steppe;Cold Steppe
prv-001594;220;218;187;land;1566.96;325.13;72;188;27;humid_subtropical;Humid Subtropical
prv-001595;208;117;117;land;1784.99;322.91;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001596;38;250;188;land;1798.0;324.21;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001597;84;126;137;land;1833.13;330.36;210;206;216;polar_ice_caps;Polar Ice Caps
prv-001598;241;228;185;land;1851.74;321.92;222;204;10;mediterranean;Mediterranean
prv-001599;126;231;109;land;1865.24;331.65;255;144;0;hot_steppe;Hot Steppe
prv-001600;104;85;12;land;1877.86;319.63;233;192;93;cold_steppe;Cold Steppe
prv-001601;71;57;1;land;1914.92;325.05;255;141;0;hot_steppe;Hot Steppe
prv-001602;104;253;188;land;1933.11;322.64;0;0;0;high_mountains;High Mountains
prv-001603;213;25;233;land;1941.51;329.75;0;0;0;high_mountains;High Mountains
prv-001604;200;237;154;land;1967.43;324.65;72;188;27;humid_subtropical;Humid Subtropical
prv-001605;149;216;92;land;491.46;336.14;255;141;0;hot_steppe;Hot Steppe
prv-001606;158;35;148;land;497.03;338.8;255;144;0;hot_steppe;Hot Steppe
prv-001607;4;134;11;land;530.08;334.43;255;144;0;hot_steppe;Hot Steppe
prv-001608;83;99;58;land;546.16;333.87;255;144;0;hot_steppe;Hot Steppe
prv-001609;115;83;168;land;570.22;330.39;203;120;123;cold_desert;Cold Desert
prv-001610;9;61;61;land;580.31;340.3;255;144;0;hot_steppe;Hot Steppe
prv-001611;182;15;253;land;604.97;334.52;255;144;0;hot_steppe;Hot Steppe
prv-001612;62;1;33;land;620.96;333.08;255;144;0;hot_steppe;Hot Steppe
prv-001613;152;203;66;land;638.28;340.4;255;144;0;hot_steppe;Hot Steppe
prv-001614;202;90;141;land;666.49;330.49;255;144;0;hot_steppe;Hot Steppe
prv-001615;246;156;42;land;697.85;337.81;255;144;0;hot_steppe;Hot Steppe
prv-001616;66;180;105;land;696.85;332.25;255;144;0;hot_steppe;Hot Steppe
prv-001617;27;126;33;land;732.0;334.36;255;144;0;hot_steppe;Hot Steppe
prv-001618;153;231;241;land;759.82;330.81;255;144;0;hot_steppe;Hot Steppe
prv-001619;4;234;53;land;781.65;334.6;255;144;0;hot_steppe;Hot Steppe
prv-001620;196;42;137;land;804.61;337.28;0;0;0;high_mountains;High Mountains
prv-001621;41;48;228;land;825.42;331.47;255;148;0;hot_steppe;Hot Steppe
prv-001622;230;3;108;land;844.75;335.16;255;144;0;hot_steppe;Hot Steppe
prv-001623;168;173;208;land;866.61;337.87;255;144;0;hot_steppe;Hot Steppe
prv-001624;69;70;88;land;892.21;339.04;255;144;0;hot_steppe;Hot Steppe
prv-001625;90;225;170;land;913.95;331.39;255;144;0;hot_steppe;Hot Steppe
prv-001626;71;78;118;land;925.44;338.37;255;144;0;hot_steppe;Hot Steppe
prv-001627;149;144;98;land;943.07;336.16;255;144;0;hot_steppe;Hot Steppe
prv-001628;4;185;192;land;962.52;334.68;255;144;0;hot_steppe;Hot Steppe
prv-001629;198;12;62;land;983.64;339.02;255;144;0;hot_steppe;Hot Steppe
prv-001630;199;11;219;land;1011.15;336.41;255;148;0;hot_steppe;Hot Steppe
prv-001631;9;108;199;land;1035.84;337.93;255;144;0;hot_steppe;Hot Steppe
prv-001632;66;181;99;land;1052.03;336.48;255;144;0;hot_steppe;Hot Steppe
prv-001633;16;2;44;land;1073.67;337.15;255;147;0;hot_steppe;Hot Steppe
prv-001634;60;88;7;land;1093.82;337.89;255;144;0;hot_steppe;Hot Steppe
prv-001635;214;68;98;land;1119.17;334.18;255;144;0;hot_steppe;Hot Steppe
prv-001636;32;110;38;land;1147.14;331.83;182;229;255;polar_ice_caps;Polar Ice Caps
prv-001637;134;35;97;land;1162.76;336.93;255;144;0;hot_steppe;Hot Steppe
prv-001638;77;243;11;land;1186.31;333.88;255;144;0;hot_steppe;Hot Steppe
prv-001639;50;34;249;land;1206.48;337.43;255;144;0;hot_steppe;Hot Steppe
prv-001640;122;193;244;land;1229.04;332.47;255;144;0;hot_steppe;Hot Steppe
prv-001641;3;249;136;land;1248.76;333.45;0;0;0;high_mountains;High Mountains
prv-001642;80;174;128;land;1270.02;334.24;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001643;236;107;250;land;1287.88;337.44;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001644;7;68;204;land;1307.29;331.88;165;91;0;humid_continental;Humid Continental
prv-001645;129;165;37;land;1323.92;334.6;0;0;0;high_mountains;High Mountains
prv-001646;106;195;156;land;1352.29;337.58;0;0;0;high_mountains;High Mountains
prv-001647;98;209;247;land;1375.17;330.93;255;144;0;hot_steppe;Hot Steppe
prv-001648;89;7;141;land;1393.3;333.77;255;144;0;hot_steppe;Hot Steppe
prv-001649;173;111;155;land;1421.26;336.38;255;144;0;hot_steppe;Hot Steppe
prv-001650;81;128;65;land;1442.44;336.88;255;144;0;hot_steppe;Hot Steppe
prv-001651;58;5;209;land;1469.97;337.3;255;144;0;hot_steppe;Hot Steppe
prv-001652;191;27;4;land;1490.67;337.93;255;144;0;hot_steppe;Hot Steppe
prv-001653;122;66;253;land;1496.1;336.44;255;144;0;hot_steppe;Hot Steppe
prv-001654;204;22;14;land;1528.71;333.62;255;144;0;hot_steppe;Hot Steppe
prv-001655;67;219;241;land;1547.87;335.59;0;0;0;high_mountains;High Mountains
prv-001656;218;138;219;land;1562.33;333.6;68;187;97;oceanic_climate;Oceanic Climate
prv-001657;229;151;20;land;1573.12;338.65;72;188;27;humid_subtropical;Humid Subtropical
prv-001658;253;106;102;land;1781.78;337.66;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001659;150;192;86;land;1799.29;335.65;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001660;111;168;198;land;1819.23;332.87;185;227;255;polar_ice_caps;Polar Ice Caps
prv-001661;79;90;6;land;1849.38;333.15;255;144;0;hot_steppe;Hot Steppe
prv-001662;146;6;1;land;1877.87;333.44;255;144;0;hot_steppe;Hot Steppe
prv-001663;214;164;140;land;1881.06;341.77;255;144;0;hot_steppe;Hot Steppe
prv-001664;50;234;12;land;1900.34;332.63;255;144;0;hot_steppe;Hot Steppe
prv-001665;54;10;3;land;1930.43;336.36;0;0;0;high_mountains;High Mountains
prv-001666;50;51;156;land;1945.23;338.57;204;114;0;hot_steppe;Hot Steppe
prv-001667;208;121;13;land;1979.0;334.5;255;144;0;hot_steppe;Hot Steppe
prv-001668;225;174;77;land;490.32;344.19;255;0;0;hot_desert;Hot Desert
prv-001669;131;101;213;land;495.09;347.7;255;137;0;hot_steppe;Hot Steppe
prv-001670;237;175;46;land;528.39;346.5;255;0;0;hot_desert;Hot Desert
prv-001671;250;65;117;land;543.78;344.33;255;0;0;hot_desert;Hot Desert
prv-001672;158;237;85;land;565.1;344.2;255;148;0;hot_steppe;Hot Steppe
prv-001673;169;65;183;land;592.29;346.4;255;0;0;hot_desert;Hot Desert
prv-001674;182;8;63;land;608.91;344.76;255;144;0;hot_steppe;Hot Steppe
prv-001675;4;95;12;land;622.03;346.84;255;0;0;hot_desert;Hot Desert
prv-001676;31;119;85;land;649.64;347.79;255;0;0;hot_desert;Hot Desert
prv-001677;66;194;9;land;663.48;341.51;255;144;0;hot_steppe;Hot Steppe
prv-001678;14;181;87;land;684.01;343.26;255;144;0;hot_steppe;Hot Steppe
prv-001679;220;106;180;land;707.01;345.17;255;148;0;hot_steppe;Hot Steppe
prv-001680;129;11;33;land;737.04;344.56;255;144;0;hot_steppe;Hot Steppe
prv-001681;80;179;60;land;758.3;350.37;255;150;0;hot_steppe;Hot Steppe
prv-001682;166;211;25;land;780.68;343.1;255;144;0;hot_steppe;Hot Steppe
prv-001683;240;35;8;land;804.41;347.31;0;0;0;high_mountains;High Mountains
prv-001684;7;248;27;land;831.08;343.83;255;144;0;hot_steppe;Hot Steppe
prv-001685;246;113;29;land;849.75;344.15;255;144;0;hot_steppe;Hot Steppe
prv-001686;236;66;163;land;857.07;341.22;255;144;0;hot_steppe;Hot Steppe
prv-001687;226;172;20;land;889.6;349.87;255;0;0;hot_desert;Hot Desert
prv-001688;228;95;79;land;906.49;344.51;255;144;0;hot_steppe;Hot Steppe
prv-001689;150;204;168;land;933.66;347.62;255;148;0;hot_steppe;Hot Steppe
prv-001690;204;56;36;land;945.43;351.41;255;0;0;hot_desert;Hot Desert
prv-001691;147;194;132;land;967.32;344.4;255;112;0;hot_steppe;Hot Steppe
prv-001692;151;13;196;land;977.78;348.89;255;0;0;hot_desert;Hot Desert
prv-001693;16;125;205;land;998.6;345.79;255;0;0;hot_desert;Hot Desert
prv-001694;43;149;208;land;1023.34;346.99;255;144;0;hot_steppe;Hot Steppe
prv-001695;90;31;142;land;1053.62;348.08;255;0;0;hot_desert;Hot Desert
prv-001696;63;190;226;land;1066.62;345.11;255;0;0;hot_desert;Hot Desert
prv-001697;197;196;91;land;1105.18;340.4;255;144;0;hot_steppe;Hot Steppe
prv-001698;66;169;55;land;1121.88;348.65;255;144;0;hot_steppe;Hot Steppe
prv-001699;152;53;41;land;1145.33;346.81;255;144;0;hot_steppe;Hot Steppe
prv-001700;0;22;219;land;1162.91;351.33;255;151;0;hot_steppe;Hot Steppe
prv-001701;232;102;24;land;1189.51;346.4;255;0;0;hot_desert;Hot Desert
prv-001702;76;172;49;land;1205.58;348.87;255;0;0;hot_desert;Hot Desert
prv-001703;199;233;100;land;1221.63;345.19;255;0;0;hot_desert;Hot Desert
prv-001704;3;135;119;land;1240.46;343.29;255;0;0;hot_desert;Hot Desert
prv-001705;141;108;224;land;1261.75;345.52;122;66;0;humid_continental;Humid Continental
prv-001706;68;0;241;land;1283.21;349.07;250;154;82;cold_steppe;Cold Steppe
prv-001707;170;221;42;land;1302.86;347.61;255;144;0;hot_steppe;Hot Steppe
prv-001708;21;97;63;land;1325.93;349.64;0;0;0;high_mountains;High Mountains
prv-001709;168;18;27;land;1345.8;346.87;0;0;0;high_mountains;High Mountains
prv-001710;200;162;244;land;1373.59;345.27;255;144;0;hot_steppe;Hot Steppe
prv-001711;101;58;224;land;1392.81;344.56;255;144;0;hot_steppe;Hot Steppe
prv-001712;113;120;96;land;1413.71;345.0;255;144;0;hot_steppe;Hot Steppe
prv-001713;50;74;106;land;1432.59;348.26;255;144;0;hot_steppe;Hot Steppe
prv-001714;247;82;24;land;1463.43;347.21;255;144;0;hot_steppe;Hot Steppe
prv-001715;31;116;244;land;1492.91;344.89;255;144;0;hot_steppe;Hot Steppe
